TILENAME,PATH
b'DES1146+2834',b'DEC/multiepoch/delve/r5918/DES1146+2834/p01/coadd'
b'DES1148-1707',b'DEC/multiepoch/delve/r5918/DES1148-1707/p01/coadd'
b'DES1048+0126',b'DEC/multiepoch/delve/r5918/DES1048+0126/p01/coadd'
b'DES0945+1334',b'DEC/multiepoch/delve/r5918/DES0945+1334/p01/coadd'
b'DES0952+0709',b'DEC/multiepoch/delve/r5918/DES0952+0709/p01/coadd'
b'DES1138+1543',b'DEC/multiepoch/delve/r5918/DES1138+1543/p01/coadd'
b'DES0920+2543',b'DEC/multiepoch/delve/r5918/DES0920+2543/p01/coadd'
b'DES0849-0958',b'DEC/multiepoch/delve/r5918/DES0849-0958/p01/coadd'
b'DES1013-2332',b'DEC/multiepoch/delve/r5918/DES1013-2332/p01/coadd'
b'DES0855+1626',b'DEC/multiepoch/delve/r5918/DES0855+1626/p02/coadd'
b'DES0733+0626',b'DEC/multiepoch/delve/r5918/DES0733+0626/p01/coadd'
b'DES0758-0750',b'DEC/multiepoch/delve/r5918/DES0758-0750/p01/coadd'
b'DES0714+2000',b'DEC/multiepoch/delve/r5918/DES0714+2000/p01/coadd'
b'DES0903+2126',b'DEC/multiepoch/delve/r5918/DES0903+2126/p01/coadd'
b'DES0910-1958',b'DEC/multiepoch/delve/r5918/DES0910-1958/p01/coadd'
b'DES1059+1500',b'DEC/multiepoch/delve/r5918/DES1059+1500/p01/coadd'
b'DES0902-2041',b'DEC/multiepoch/delve/r5918/DES0902-2041/p02/coadd'
b'DES1036-0041',b'DEC/multiepoch/delve/r5918/DES1036-0041/p01/coadd'
b'DES1133+0709',b'DEC/multiepoch/delve/r5918/DES1133+0709/p01/coadd'
b'DES1027-0416',b'DEC/multiepoch/delve/r5918/DES1027-0416/p01/coadd'
b'DES0838+2126',b'DEC/multiepoch/delve/r5918/DES0838+2126/p01/coadd'
b'DES0801+0752',b'DEC/multiepoch/delve/r5918/DES0801+0752/p01/coadd'
b'DES1011+1252',b'DEC/multiepoch/delve/r5918/DES1011+1252/p01/coadd'
b'DES0855-1958',b'DEC/multiepoch/delve/r5918/DES0855-1958/p02/coadd'
b'DES1004+1043',b'DEC/multiepoch/delve/r5918/DES1004+1043/p01/coadd'
b'DES0833+2208',b'DEC/multiepoch/delve/r5918/DES0833+2208/p01/coadd'
b'DES1044-1958',b'DEC/multiepoch/delve/r5918/DES1044-1958/p01/coadd'
b'DES0859-0458',b'DEC/multiepoch/delve/r5918/DES0859-0458/p01/coadd'
b'DES0945+1252',b'DEC/multiepoch/delve/r5918/DES0945+1252/p01/coadd'
b'DES1011-0915',b'DEC/multiepoch/delve/r5918/DES1011-0915/p01/coadd'
b'DES0819+1043',b'DEC/multiepoch/delve/r5918/DES0819+1043/p02/coadd'
b'DES1153+0543',b'DEC/multiepoch/delve/r5918/DES1153+0543/p01/coadd'
b'DES1049+2500',b'DEC/multiepoch/delve/r5918/DES1049+2500/p01/coadd'
b'DES0825-1458',b'DEC/multiepoch/delve/r5918/DES0825-1458/p01/coadd'
b'DES1131-1458',b'DEC/multiepoch/delve/r5918/DES1131-1458/p01/coadd'
b'DES1048+0752',b'DEC/multiepoch/delve/r5918/DES1048+0752/p01/coadd'
b'DES0714+1834',b'DEC/multiepoch/delve/r5918/DES0714+1834/p01/coadd'
b'DES1034-0458',b'DEC/multiepoch/delve/r5918/DES1034-0458/p01/coadd'
b'DES1055-0541',b'DEC/multiepoch/delve/r5918/DES1055-0541/p01/coadd'
b'DES0816-1458',b'DEC/multiepoch/delve/r5918/DES0816-1458/p02/coadd'
b'DES0901-1707',b'DEC/multiepoch/delve/r5918/DES0901-1707/p02/coadd'
b'DES1053+2417',b'DEC/multiepoch/delve/r5918/DES1053+2417/p01/coadd'
b'DES1040-1707',b'DEC/multiepoch/delve/r5918/DES1040-1707/p01/coadd'
b'DES1057-1624',b'DEC/multiepoch/delve/r5918/DES1057-1624/p01/coadd'
b'DES1153-1624',b'DEC/multiepoch/delve/r5918/DES1153-1624/p01/coadd'
b'DES1000-1207',b'DEC/multiepoch/delve/r5918/DES1000-1207/p01/coadd'
b'DES0835+2126',b'DEC/multiepoch/delve/r5918/DES0835+2126/p01/coadd'
b'DES0947+0418',b'DEC/multiepoch/delve/r5918/DES0947+0418/p01/coadd'
b'DES1012-1915',b'DEC/multiepoch/delve/r5918/DES1012-1915/p01/coadd'
b'DES0835+1834',b'DEC/multiepoch/delve/r5918/DES0835+1834/p01/coadd'
b'DES0924+0418',b'DEC/multiepoch/delve/r5918/DES0924+0418/p01/coadd'
b'DES1022+2834',b'DEC/multiepoch/delve/r5918/DES1022+2834/p01/coadd'
b'DES0748+2708',b'DEC/multiepoch/delve/r5918/DES0748+2708/p01/coadd'
b'DES0854-0207',b'DEC/multiepoch/delve/r5918/DES0854-0207/p02/coadd'
b'DES0825+0126',b'DEC/multiepoch/delve/r5918/DES0825+0126/p01/coadd'
b'DES0721+2751',b'DEC/multiepoch/delve/r5918/DES0721+2751/p03/coadd'
b'DES0944+0543',b'DEC/multiepoch/delve/r5918/DES0944+0543/p01/coadd'
b'DES0826-0541',b'DEC/multiepoch/delve/r5918/DES0826-0541/p01/coadd'
b'DES0917-0458',b'DEC/multiepoch/delve/r5918/DES0917-0458/p01/coadd'
b'DES0852-1415',b'DEC/multiepoch/delve/r5918/DES0852-1415/p02/coadd'
b'DES1025+0752',b'DEC/multiepoch/delve/r5918/DES1025+0752/p01/coadd'
b'DES1108+0126',b'DEC/multiepoch/delve/r5918/DES1108+0126/p01/coadd'
b'DES1104-1749',b'DEC/multiepoch/delve/r5918/DES1104-1749/p01/coadd'
b'DES0933-0624',b'DEC/multiepoch/delve/r5918/DES0933-0624/p01/coadd'
b'DES0906-2415',b'DEC/multiepoch/delve/r5918/DES0906-2415/p01/coadd'
b'DES1041-1958',b'DEC/multiepoch/delve/r5918/DES1041-1958/p01/coadd'
b'DES0829+2543',b'DEC/multiepoch/delve/r5918/DES0829+2543/p01/coadd'
b'DES1145-0416',b'DEC/multiepoch/delve/r5918/DES1145-0416/p01/coadd'
b'DES1004-1707',b'DEC/multiepoch/delve/r5918/DES1004-1707/p01/coadd'
b'DES1045-1624',b'DEC/multiepoch/delve/r5918/DES1045-1624/p01/coadd'
b'DES0845+0917',b'DEC/multiepoch/delve/r5918/DES0845+0917/p01/coadd'
b'DES0842-0041',b'DEC/multiepoch/delve/r5918/DES0842-0041/p02/coadd'
b'DES1023+0917',b'DEC/multiepoch/delve/r5918/DES1023+0917/p01/coadd'
b'DES1018+0835',b'DEC/multiepoch/delve/r5918/DES1018+0835/p01/coadd'
b'DES0858-1415',b'DEC/multiepoch/delve/r5918/DES0858-1415/p01/coadd'
b'DES0759+2625',b'DEC/multiepoch/delve/r5918/DES0759+2625/p01/coadd'
b'DES1033-0416',b'DEC/multiepoch/delve/r5918/DES1033-0416/p01/coadd'
b'DES0913-0041',b'DEC/multiepoch/delve/r5918/DES0913-0041/p01/coadd'
b'DES1117+2751',b'DEC/multiepoch/delve/r5918/DES1117+2751/p01/coadd'
b'DES1002-0624',b'DEC/multiepoch/delve/r5918/DES1002-0624/p01/coadd'
b'DES0915-1541',b'DEC/multiepoch/delve/r5918/DES0915-1541/p01/coadd'
b'DES0858+1252',b'DEC/multiepoch/delve/r5918/DES0858+1252/p01/coadd'
b'DES1146+1043',b'DEC/multiepoch/delve/r5918/DES1146+1043/p01/coadd'
b'DES0753-0624',b'DEC/multiepoch/delve/r5918/DES0753-0624/p01/coadd'
b'DES1108+2208',b'DEC/multiepoch/delve/r5918/DES1108+2208/p01/coadd'
b'DES0940-0915',b'DEC/multiepoch/delve/r5918/DES0940-0915/p01/coadd'
b'DES0759+1417',b'DEC/multiepoch/delve/r5918/DES0759+1417/p01/coadd'
b'DES0941+2208',b'DEC/multiepoch/delve/r5918/DES0941+2208/p01/coadd'
b'DES1052-1415',b'DEC/multiepoch/delve/r5918/DES1052-1415/p01/coadd'
b'DES0758+1500',b'DEC/multiepoch/delve/r5918/DES0758+1500/p01/coadd'
b'DES1156-1624',b'DEC/multiepoch/delve/r5918/DES1156-1624/p01/coadd'
b'DES0843-1749',b'DEC/multiepoch/delve/r5918/DES0843-1749/p01/coadd'
b'DES1110-0041',b'DEC/multiepoch/delve/r5918/DES1110-0041/p01/coadd'
b'DES0923-2041',b'DEC/multiepoch/delve/r5918/DES0923-2041/p01/coadd'
b'DES1055-2415',b'DEC/multiepoch/delve/r5918/DES1055-2415/p01/coadd'
b'DES0953+0626',b'DEC/multiepoch/delve/r5918/DES0953+0626/p01/coadd'
b'DES1155-0958',b'DEC/multiepoch/delve/r5918/DES1155-0958/p01/coadd'
b'DES0855+2500',b'DEC/multiepoch/delve/r5918/DES0855+2500/p02/coadd'
b'DES1109-2332',b'DEC/multiepoch/delve/r5918/DES1109-2332/p01/coadd'
b'DES0923+1751',b'DEC/multiepoch/delve/r5918/DES0923+1751/p01/coadd'
b'DES1036+0001',b'DEC/multiepoch/delve/r5918/DES1036+0001/p01/coadd'
b'DES1011-1415',b'DEC/multiepoch/delve/r5918/DES1011-1415/p01/coadd'
b'DES1102-1041',b'DEC/multiepoch/delve/r5918/DES1102-1041/p01/coadd'
b'DES1114-1958',b'DEC/multiepoch/delve/r5918/DES1114-1958/p01/coadd'
b'DES0903+1500',b'DEC/multiepoch/delve/r5918/DES0903+1500/p01/coadd'
b'DES0922-2415',b'DEC/multiepoch/delve/r5918/DES0922-2415/p01/coadd'
b'DES1053-0833',b'DEC/multiepoch/delve/r5918/DES1053-0833/p02/coadd'
b'DES0716+2126',b'DEC/multiepoch/delve/r5918/DES0716+2126/p01/coadd'
b'DES0829-1915',b'DEC/multiepoch/delve/r5918/DES0829-1915/p01/coadd'
b'DES0808+2334',b'DEC/multiepoch/delve/r5918/DES0808+2334/p01/coadd'
b'DES0816+0043',b'DEC/multiepoch/delve/r5918/DES0816+0043/p01/coadd'
b'DES0902-1207',b'DEC/multiepoch/delve/r5918/DES0902-1207/p01/coadd'
b'DES0902+1751',b'DEC/multiepoch/delve/r5918/DES0902+1751/p01/coadd'
b'DES1155+2543',b'DEC/multiepoch/delve/r5918/DES1155+2543/p01/coadd'
b'DES1138-0915',b'DEC/multiepoch/delve/r5918/DES1138-0915/p01/coadd'
b'DES1052-2415',b'DEC/multiepoch/delve/r5918/DES1052-2415/p01/coadd'
b'DES1127-2415',b'DEC/multiepoch/delve/r5918/DES1127-2415/p01/coadd'
b'DES1017-1832',b'DEC/multiepoch/delve/r5918/DES1017-1832/p01/coadd'
b'DES0940+0917',b'DEC/multiepoch/delve/r5918/DES0940+0917/p01/coadd'
b'DES0819+1126',b'DEC/multiepoch/delve/r5918/DES0819+1126/p02/coadd'
b'DES1007-1958',b'DEC/multiepoch/delve/r5918/DES1007-1958/p01/coadd'
b'DES0929+2334',b'DEC/multiepoch/delve/r5918/DES0929+2334/p01/coadd'
b'DES0945+0500',b'DEC/multiepoch/delve/r5918/DES0945+0500/p01/coadd'
b'DES0723+1126',b'DEC/multiepoch/delve/r5918/DES0723+1126/p02/coadd'
b'DES1051-0750',b'DEC/multiepoch/delve/r5918/DES1051-0750/p01/coadd'
b'DES0849+2000',b'DEC/multiepoch/delve/r5918/DES0849+2000/p01/coadd'
b'DES0716+2708',b'DEC/multiepoch/delve/r5918/DES0716+2708/p01/coadd'
b'DES1044+2334',b'DEC/multiepoch/delve/r5918/DES1044+2334/p01/coadd'
b'DES0928-0458',b'DEC/multiepoch/delve/r5918/DES0928-0458/p01/coadd'
b'DES0954+2334',b'DEC/multiepoch/delve/r5918/DES0954+2334/p02/coadd'
b'DES1112+0335',b'DEC/multiepoch/delve/r5918/DES1112+0335/p01/coadd'
b'DES0808+1252',b'DEC/multiepoch/delve/r5918/DES0808+1252/p01/coadd'
b'DES0937+1709',b'DEC/multiepoch/delve/r5918/DES0937+1709/p01/coadd'
b'DES0957+1626',b'DEC/multiepoch/delve/r5918/DES0957+1626/p01/coadd'
b'DES1142-1250',b'DEC/multiepoch/delve/r5918/DES1142-1250/p01/coadd'
b'DES1157-1415',b'DEC/multiepoch/delve/r5918/DES1157-1415/p01/coadd'
b'DES0742+2417',b'DEC/multiepoch/delve/r5918/DES0742+2417/p02/coadd'
b'DES1110+1417',b'DEC/multiepoch/delve/r5918/DES1110+1417/p01/coadd'
b'DES0707+2834',b'DEC/multiepoch/delve/r5918/DES0707+2834/p01/coadd'
b'DES1000-2332',b'DEC/multiepoch/delve/r5918/DES1000-2332/p03/coadd'
b'DES0924+2751',b'DEC/multiepoch/delve/r5918/DES0924+2751/p01/coadd'
b'DES0939+2543',b'DEC/multiepoch/delve/r5918/DES0939+2543/p01/coadd'
b'DES0906+0543',b'DEC/multiepoch/delve/r5918/DES0906+0543/p01/coadd'
b'DES0751+2251',b'DEC/multiepoch/delve/r5918/DES0751+2251/p01/coadd'
b'DES1107+0835',b'DEC/multiepoch/delve/r5918/DES1107+0835/p01/coadd'
b'DES1039+1626',b'DEC/multiepoch/delve/r5918/DES1039+1626/p01/coadd'
b'DES1117-0624',b'DEC/multiepoch/delve/r5918/DES1117-0624/p01/coadd'
b'DES1004+0335',b'DEC/multiepoch/delve/r5918/DES1004+0335/p01/coadd'
b'DES1152+2500',b'DEC/multiepoch/delve/r5918/DES1152+2500/p01/coadd'
b'DES0838+0335',b'DEC/multiepoch/delve/r5918/DES0838+0335/p01/coadd'
b'DES1101+1417',b'DEC/multiepoch/delve/r5918/DES1101+1417/p02/coadd'
b'DES0840-2041',b'DEC/multiepoch/delve/r5918/DES0840-2041/p01/coadd'
b'DES0947+2208',b'DEC/multiepoch/delve/r5918/DES0947+2208/p01/coadd'
b'DES0905-0041',b'DEC/multiepoch/delve/r5918/DES0905-0041/p01/coadd'
b'DES0932-1041',b'DEC/multiepoch/delve/r5918/DES0932-1041/p01/coadd'
b'DES1032+0917',b'DEC/multiepoch/delve/r5918/DES1032+0917/p01/coadd'
b'DES1140+1043',b'DEC/multiepoch/delve/r5918/DES1140+1043/p01/coadd'
b'DES1032+0709',b'DEC/multiepoch/delve/r5918/DES1032+0709/p01/coadd'
b'DES0903-0250',b'DEC/multiepoch/delve/r5918/DES0903-0250/p01/coadd'
b'DES0751+2708',b'DEC/multiepoch/delve/r5918/DES0751+2708/p01/coadd'
b'DES1053-0041',b'DEC/multiepoch/delve/r5918/DES1053-0041/p01/coadd'
b'DES0910-2332',b'DEC/multiepoch/delve/r5918/DES0910-2332/p01/coadd'
b'DES1146-2332',b'DEC/multiepoch/delve/r5918/DES1146-2332/p01/coadd'
b'DES0717+1543',b'DEC/multiepoch/delve/r5918/DES0717+1543/p01/coadd'
b'DES0909-0541',b'DEC/multiepoch/delve/r5918/DES0909-0541/p01/coadd'
b'DES0915+2251',b'DEC/multiepoch/delve/r5918/DES0915+2251/p01/coadd'
b'DES0927-2124',b'DEC/multiepoch/delve/r5918/DES0927-2124/p01/coadd'
b'DES1132-0333',b'DEC/multiepoch/delve/r5918/DES1132-0333/p01/coadd'
b'DES1031-0958',b'DEC/multiepoch/delve/r5918/DES1031-0958/p01/coadd'
b'DES0811+2334',b'DEC/multiepoch/delve/r5918/DES0811+2334/p01/coadd'
b'DES0921+1334',b'DEC/multiepoch/delve/r5918/DES0921+1334/p01/coadd'
b'DES0954-0458',b'DEC/multiepoch/delve/r5918/DES0954-0458/p01/coadd'
b'DES0916-0624',b'DEC/multiepoch/delve/r5918/DES0916-0624/p01/coadd'
b'DES1138+2251',b'DEC/multiepoch/delve/r5918/DES1138+2251/p01/coadd'
b'DES0850+2043',b'DEC/multiepoch/delve/r5918/DES0850+2043/p01/coadd'
b'DES1029+2251',b'DEC/multiepoch/delve/r5918/DES1029+2251/p01/coadd'
b'DES0951-0624',b'DEC/multiepoch/delve/r5918/DES0951-0624/p01/coadd'
b'DES1152+1043',b'DEC/multiepoch/delve/r5918/DES1152+1043/p01/coadd'
b'DES1143-1915',b'DEC/multiepoch/delve/r5918/DES1143-1915/p01/coadd'
b'DES1028+0500',b'DEC/multiepoch/delve/r5918/DES1028+0500/p01/coadd'
b'DES0838+0543',b'DEC/multiepoch/delve/r5918/DES0838+0543/p01/coadd'
b'DES0714+1917',b'DEC/multiepoch/delve/r5918/DES0714+1917/p01/coadd'
b'DES1149+0252',b'DEC/multiepoch/delve/r5918/DES1149+0252/p01/coadd'
b'DES0823+1834',b'DEC/multiepoch/delve/r5918/DES0823+1834/p01/coadd'
b'DES0910-2206',b'DEC/multiepoch/delve/r5918/DES0910-2206/p02/coadd'
b'DES0754-0458',b'DEC/multiepoch/delve/r5918/DES0754-0458/p01/coadd'
b'DES1024-1624',b'DEC/multiepoch/delve/r5918/DES1024-1624/p01/coadd'
b'DES1051-0958',b'DEC/multiepoch/delve/r5918/DES1051-0958/p01/coadd'
b'DES0919+0752',b'DEC/multiepoch/delve/r5918/DES0919+0752/p01/coadd'
b'DES0913-1207',b'DEC/multiepoch/delve/r5918/DES0913-1207/p01/coadd'
b'DES1055+0335',b'DEC/multiepoch/delve/r5918/DES1055+0335/p01/coadd'
b'DES0931+2000',b'DEC/multiepoch/delve/r5918/DES0931+2000/p01/coadd'
b'DES1037-0750',b'DEC/multiepoch/delve/r5918/DES1037-0750/p01/coadd'
b'DES0959-0124',b'DEC/multiepoch/delve/r5918/DES0959-0124/p01/coadd'
b'DES0902+0126',b'DEC/multiepoch/delve/r5918/DES0902+0126/p01/coadd'
b'DES1042+1834',b'DEC/multiepoch/delve/r5918/DES1042+1834/p02/coadd'
b'DES1013-2124',b'DEC/multiepoch/delve/r5918/DES1013-2124/p01/coadd'
b'DES0942+0209',b'DEC/multiepoch/delve/r5918/DES0942+0209/p01/coadd'
b'DES0848-1124',b'DEC/multiepoch/delve/r5918/DES0848-1124/p01/coadd'
b'DES0744+1126',b'DEC/multiepoch/delve/r5918/DES0744+1126/p01/coadd'
b'DES0834+0209',b'DEC/multiepoch/delve/r5918/DES0834+0209/p01/coadd'
b'DES0936-0124',b'DEC/multiepoch/delve/r5918/DES0936-0124/p01/coadd'
b'DES1036-2041',b'DEC/multiepoch/delve/r5918/DES1036-2041/p01/coadd'
b'DES1000+1417',b'DEC/multiepoch/delve/r5918/DES1000+1417/p01/coadd'
b'DES0826+0252',b'DEC/multiepoch/delve/r5918/DES0826+0252/p01/coadd'
b'DES0949-1124',b'DEC/multiepoch/delve/r5918/DES0949-1124/p01/coadd'
b'DES0956+0126',b'DEC/multiepoch/delve/r5918/DES0956+0126/p01/coadd'
b'DES0926+2043',b'DEC/multiepoch/delve/r5918/DES0926+2043/p01/coadd'
b'DES0831+0709',b'DEC/multiepoch/delve/r5918/DES0831+0709/p01/coadd'
b'DES0834+2043',b'DEC/multiepoch/delve/r5918/DES0834+2043/p01/coadd'
b'DES1031-0458',b'DEC/multiepoch/delve/r5918/DES1031-0458/p01/coadd'
b'DES0833-2206',b'DEC/multiepoch/delve/r5918/DES0833-2206/p01/coadd'
b'DES0808+0126',b'DEC/multiepoch/delve/r5918/DES0808+0126/p02/coadd'
b'DES0902-1124',b'DEC/multiepoch/delve/r5918/DES0902-1124/p01/coadd'
b'DES0749+0543',b'DEC/multiepoch/delve/r5918/DES0749+0543/p01/coadd'
b'DES1140+1000',b'DEC/multiepoch/delve/r5918/DES1140+1000/p01/coadd'
b'DES0944+0418',b'DEC/multiepoch/delve/r5918/DES0944+0418/p01/coadd'
b'DES0921+2708',b'DEC/multiepoch/delve/r5918/DES0921+2708/p01/coadd'
b'DES1035-0707',b'DEC/multiepoch/delve/r5918/DES1035-0707/p01/coadd'
b'DES0912-1915',b'DEC/multiepoch/delve/r5918/DES0912-1915/p01/coadd'
b'DES0754+1209',b'DEC/multiepoch/delve/r5918/DES0754+1209/p01/coadd'
b'DES0827+1209',b'DEC/multiepoch/delve/r5918/DES0827+1209/p01/coadd'
b'DES1043-1332',b'DEC/multiepoch/delve/r5918/DES1043-1332/p01/coadd'
b'DES1039+2543',b'DEC/multiepoch/delve/r5918/DES1039+2543/p02/coadd'
b'DES0855+1417',b'DEC/multiepoch/delve/r5918/DES0855+1417/p02/coadd'
b'DES0729+1751',b'DEC/multiepoch/delve/r5918/DES0729+1751/p01/coadd'
b'DES1017+1834',b'DEC/multiepoch/delve/r5918/DES1017+1834/p01/coadd'
b'DES0730+2000',b'DEC/multiepoch/delve/r5918/DES0730+2000/p01/coadd'
b'DES1136-1332',b'DEC/multiepoch/delve/r5918/DES1136-1332/p01/coadd'
b'DES0929+0709',b'DEC/multiepoch/delve/r5918/DES0929+0709/p02/coadd'
b'DES0752+2126',b'DEC/multiepoch/delve/r5918/DES0752+2126/p01/coadd'
b'DES1125+1334',b'DEC/multiepoch/delve/r5918/DES1125+1334/p01/coadd'
b'DES1003+0209',b'DEC/multiepoch/delve/r5918/DES1003+0209/p01/coadd'
b'DES1004-0333',b'DEC/multiepoch/delve/r5918/DES1004-0333/p01/coadd'
b'DES0823-1832',b'DEC/multiepoch/delve/r5918/DES0823-1832/p02/coadd'
b'DES0836+2000',b'DEC/multiepoch/delve/r5918/DES0836+2000/p01/coadd'
b'DES0941-1832',b'DEC/multiepoch/delve/r5918/DES0941-1832/p01/coadd'
b'DES0959-0041',b'DEC/multiepoch/delve/r5918/DES0959-0041/p01/coadd'
b'DES0938+2625',b'DEC/multiepoch/delve/r5918/DES0938+2625/p01/coadd'
b'DES0858+1626',b'DEC/multiepoch/delve/r5918/DES0858+1626/p01/coadd'
b'DES0933-2124',b'DEC/multiepoch/delve/r5918/DES0933-2124/p01/coadd'
b'DES1141+2917',b'DEC/multiepoch/delve/r5918/DES1141+2917/p01/coadd'
b'DES1140-0458',b'DEC/multiepoch/delve/r5918/DES1140-0458/p01/coadd'
b'DES0828+1709',b'DEC/multiepoch/delve/r5918/DES0828+1709/p01/coadd'
b'DES0852+1417',b'DEC/multiepoch/delve/r5918/DES0852+1417/p02/coadd'
b'DES1120-0250',b'DEC/multiepoch/delve/r5918/DES1120-0250/p01/coadd'
b'DES0836+2334',b'DEC/multiepoch/delve/r5918/DES0836+2334/p01/coadd'
b'DES1121-1832',b'DEC/multiepoch/delve/r5918/DES1121-1832/p01/coadd'
b'DES0939-1415',b'DEC/multiepoch/delve/r5918/DES0939-1415/p01/coadd'
b'DES0936+1417',b'DEC/multiepoch/delve/r5918/DES0936+1417/p01/coadd'
b'DES0947+1000',b'DEC/multiepoch/delve/r5918/DES0947+1000/p01/coadd'
b'DES1138+0709',b'DEC/multiepoch/delve/r5918/DES1138+0709/p01/coadd'
b'DES0858-1250',b'DEC/multiepoch/delve/r5918/DES0858-1250/p01/coadd'
b'DES1124+2917',b'DEC/multiepoch/delve/r5918/DES1124+2917/p01/coadd'
b'DES0801+2043',b'DEC/multiepoch/delve/r5918/DES0801+2043/p01/coadd'
b'DES0954+2543',b'DEC/multiepoch/delve/r5918/DES0954+2543/p01/coadd'
b'DES1005-0207',b'DEC/multiepoch/delve/r5918/DES1005-0207/p01/coadd'
b'DES1104-1415',b'DEC/multiepoch/delve/r5918/DES1104-1415/p01/coadd'
b'DES0911+0043',b'DEC/multiepoch/delve/r5918/DES0911+0043/p01/coadd'
b'DES0947+2625',b'DEC/multiepoch/delve/r5918/DES0947+2625/p01/coadd'
b'DES0930+0418',b'DEC/multiepoch/delve/r5918/DES0930+0418/p01/coadd'
b'DES1049-1749',b'DEC/multiepoch/delve/r5918/DES1049-1749/p01/coadd'
b'DES1026-0707',b'DEC/multiepoch/delve/r5918/DES1026-0707/p01/coadd'
b'DES0846-0707',b'DEC/multiepoch/delve/r5918/DES0846-0707/p01/coadd'
b'DES1151+1334',b'DEC/multiepoch/delve/r5918/DES1151+1334/p01/coadd'
b'DES1111+0126',b'DEC/multiepoch/delve/r5918/DES1111+0126/p01/coadd'
b'DES1122-2041',b'DEC/multiepoch/delve/r5918/DES1122-2041/p01/coadd'
b'DES0823+2543',b'DEC/multiepoch/delve/r5918/DES0823+2543/p01/coadd'
b'DES1052+0252',b'DEC/multiepoch/delve/r5918/DES1052+0252/p02/coadd'
b'DES0913-1707',b'DEC/multiepoch/delve/r5918/DES0913-1707/p01/coadd'
b'DES1005-0041',b'DEC/multiepoch/delve/r5918/DES1005-0041/p01/coadd'
b'DES1019+1000',b'DEC/multiepoch/delve/r5918/DES1019+1000/p01/coadd'
b'DES1015+0543',b'DEC/multiepoch/delve/r5918/DES1015+0543/p01/coadd'
b'DES1142+0126',b'DEC/multiepoch/delve/r5918/DES1142+0126/p01/coadd'
b'DES1048-0750',b'DEC/multiepoch/delve/r5918/DES1048-0750/p01/coadd'
b'DES1123-0458',b'DEC/multiepoch/delve/r5918/DES1123-0458/p01/coadd'
b'DES0922-1749',b'DEC/multiepoch/delve/r5918/DES0922-1749/p01/coadd'
b'DES1006+2043',b'DEC/multiepoch/delve/r5918/DES1006+2043/p01/coadd'
b'DES1118+0709',b'DEC/multiepoch/delve/r5918/DES1118+0709/p01/coadd'
b'DES1155+1000',b'DEC/multiepoch/delve/r5918/DES1155+1000/p01/coadd'
b'DES1041+1543',b'DEC/multiepoch/delve/r5918/DES1041+1543/p01/coadd'
b'DES0728+2126',b'DEC/multiepoch/delve/r5918/DES0728+2126/p01/coadd'
b'DES1014-1415',b'DEC/multiepoch/delve/r5918/DES1014-1415/p01/coadd'
b'DES1016-0958',b'DEC/multiepoch/delve/r5918/DES1016-0958/p01/coadd'
b'DES0848+0500',b'DEC/multiepoch/delve/r5918/DES0848+0500/p02/coadd'
b'DES1000-1124',b'DEC/multiepoch/delve/r5918/DES1000-1124/p01/coadd'
b'DES1130+2543',b'DEC/multiepoch/delve/r5918/DES1130+2543/p01/coadd'
b'DES0916-2206',b'DEC/multiepoch/delve/r5918/DES0916-2206/p01/coadd'
b'DES0843-0833',b'DEC/multiepoch/delve/r5918/DES0843-0833/p01/coadd'
b'DES1156+2334',b'DEC/multiepoch/delve/r5918/DES1156+2334/p01/coadd'
b'DES0759-0041',b'DEC/multiepoch/delve/r5918/DES0759-0041/p01/coadd'
b'DES0948-1332',b'DEC/multiepoch/delve/r5918/DES0948-1332/p01/coadd'
b'DES0920+0709',b'DEC/multiepoch/delve/r5918/DES0920+0709/p01/coadd'
b'DES0940-1207',b'DEC/multiepoch/delve/r5918/DES0940-1207/p01/coadd'
b'DES1029-1207',b'DEC/multiepoch/delve/r5918/DES1029-1207/p01/coadd'
b'DES0810+1626',b'DEC/multiepoch/delve/r5918/DES0810+1626/p02/coadd'
b'DES1032-2124',b'DEC/multiepoch/delve/r5918/DES1032-2124/p01/coadd'
b'DES1133+1834',b'DEC/multiepoch/delve/r5918/DES1133+1834/p01/coadd'
b'DES0933+1417',b'DEC/multiepoch/delve/r5918/DES0933+1417/p01/coadd'
b'DES1044-1250',b'DEC/multiepoch/delve/r5918/DES1044-1250/p01/coadd'
b'DES1004+2543',b'DEC/multiepoch/delve/r5918/DES1004+2543/p01/coadd'
b'DES0819+0917',b'DEC/multiepoch/delve/r5918/DES0819+0917/p02/coadd'
b'DES1011+0500',b'DEC/multiepoch/delve/r5918/DES1011+0500/p01/coadd'
b'DES0847+1751',b'DEC/multiepoch/delve/r5918/DES0847+1751/p01/coadd'
b'DES1041+2334',b'DEC/multiepoch/delve/r5918/DES1041+2334/p01/coadd'
b'DES0828-0833',b'DEC/multiepoch/delve/r5918/DES0828-0833/p01/coadd'
b'DES1137+1917',b'DEC/multiepoch/delve/r5918/DES1137+1917/p01/coadd'
b'DES0804+1126',b'DEC/multiepoch/delve/r5918/DES0804+1126/p01/coadd'
b'DES0929-2041',b'DEC/multiepoch/delve/r5918/DES0929-2041/p01/coadd'
b'DES0959+1834',b'DEC/multiepoch/delve/r5918/DES0959+1834/p01/coadd'
